Seq,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:COPx,2:COPy
105.000000,32.477962,-0.766177,348.211365,40.462814,29.487953,-1.954247,-0.084684,0.116202,-24.582922,-1.995381,293.241913,28.684967,-14.933677,0.050926,0.097820
106.000000,32.702820,-0.765227,348.590454,40.391151,29.545883,-1.996718,-0.084758,0.115870,-24.579983,-1.769874,292.517883,28.674725,-14.936313,0.051061,0.098027
107.000000,32.483536,-0.762520,348.594971,40.529579,29.534813,-2.038941,-0.084725,0.116266,-24.806171,-1.991880,292.516479,28.684437,-14.944116,0.051088,0.098061
108.000000,32.479115,-0.764914,348.216248,40.601082,29.585445,-1.954245,-0.084963,0.116597,-24.581165,-1.770791,292.150116,28.604572,-14.887296,0.050958,0.097911
109.000000,32.703415,-0.765347,348.589355,40.669304,29.644363,-1.996622,-0.085041,0.116668,-24.580420,-1.771401,292.881378,28.743980,-14.887174,0.050830,0.098142
110.000000,32.703415,-0.765347,348.589355,40.669304,29.644363,-1.996622,-0.085041,0.116668,-24.579983,-1.769874,292.517883,28.674725,-14.936313,0.051061,0.098027
111.000000,32.703552,-0.547924,348.572571,40.660759,29.646133,-2.025613,-0.085050,0.116649,-24.361591,-1.774163,291.780212,28.536064,-14.924481,0.051150,0.097800
112.000000,32.702999,-0.549307,348.566620,40.800644,29.647127,-2.025518,-0.085054,0.117053,-24.584204,-1.769825,291.419861,28.743813,-14.888214,0.051089,0.098634
113.000000,32.703793,-0.549732,348.942261,40.871040,29.597330,-2.025816,-0.084820,0.117128,-24.582144,-1.767757,291.423889,28.604488,-14.888482,0.051089,0.098154
114.000000,32.484272,-0.545225,348.577118,40.799194,29.635069,-2.067837,-0.085017,0.117045,-24.806473,-1.769357,291.420654,28.743355,-14.897465,0.051120,0.098632
115.000000,32.485474,-0.546678,349.316284,40.939240,29.634672,-2.068070,-0.084836,0.117198,-24.364630,-1.773197,291.049927,28.675304,-14.925400,0.051281,0.098524
116.000000,32.703236,-0.551114,348.936340,41.010921,29.598326,-2.025721,-0.084824,0.117531,-24.364630,-1.773197,291.049927,28.675304,-14.925400,0.051281,0.098524
117.000000,32.708344,-0.326391,348.953156,40.997921,29.596548,-1.996045,-0.084815,0.117488,-24.364630,-1.773197,291.049927,28.675304,-14.925400,0.051281,0.098524
