Seq,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:Mz,2:COPx,2:COPy
29.000000,40.952156,-8.877118,327.236053,-1.938454,12.680134,-2.022207,-0.038749,-0.005924,-39.898438,7.568104,315.124603,45.680466,-37.119507,4.031751,0.117793,0.144960
30.000000,40.951611,-9.093505,326.889343,-1.999554,12.628971,-1.993280,-0.038634,-0.006117,-39.895748,7.571009,315.493683,45.749420,-37.073067,3.948504,0.117508,0.145009
31.000000,40.952019,-9.094533,327.252838,-1.929905,12.678364,-1.993216,-0.038742,-0.005897,-39.895935,7.788675,315.494263,45.878666,-37.169338,3.918185,0.117813,0.145418
32.000000,40.952019,-9.094533,327.252838,-1.929905,12.678364,-1.993216,-0.038742,-0.005897,-39.895496,7.790203,315.130768,45.809414,-37.218472,3.918340,0.118105,0.145366
33.000000,40.951965,-9.091817,326.518524,-1.931679,12.776255,-1.992981,-0.039129,-0.005916,-39.895496,7.790203,315.130768,45.809414,-37.218472,3.918340,0.118105,0.145366
34.000000,40.734062,-9.304795,326.915314,-1.994815,12.810830,-2.006339,-0.039187,-0.006102,-39.680279,7.562829,315.122192,45.820324,-37.205074,3.929648,0.118066,0.145405
35.000000,40.733654,-9.303768,326.551788,-2.064464,12.761437,-2.006403,-0.039079,-0.006322,-39.895496,7.790203,315.130768,45.809414,-37.218472,3.918340,0.118105,0.145366
36.000000,40.509716,-9.301656,325.807892,-2.064807,12.849811,-1.963728,-0.039440,-0.006337,-39.676357,7.785305,315.124359,45.810162,-37.206516,3.959932,0.118069,0.145372
37.000000,40.509716,-9.301656,325.807892,-2.064807,12.849811,-1.963728,-0.039440,-0.006337,-39.675922,7.786832,314.760834,45.740906,-37.255657,3.960086,0.118362,0.145320
38.000000,40.509624,-9.521777,326.558990,-2.054485,12.750146,-1.934971,-0.039044,-0.006291,-39.452469,7.787282,315.127808,45.811516,-37.295429,3.918577,0.118350,0.145374
39.000000,40.509796,-9.520998,326.552765,-2.195121,12.848343,-1.934705,-0.039345,-0.006722,-39.452469,7.787282,315.127808,45.811516,-37.295429,3.918577,0.118350,0.145374
40.000000,40.505440,-9.743424,326.177307,-2.113490,12.898214,-1.964443,-0.039544,-0.006480,-39.451286,7.788198,315.495544,45.881672,-37.344440,3.918568,0.118368,0.145427
41.000000,40.062073,-9.742235,326.536835,-2.182135,12.828537,-1.964259,-0.039287,-0.006683,-39.451286,7.788198,315.495544,45.881672,-37.344440,3.918568,0.118368,0.145427
42.000000,40.286713,-9.739343,326.187805,-2.114939,12.886160,-2.006762,-0.039505,-0.006484,-39.228760,8.005023,315.495148,45.871147,-37.333576,3.846985,0.118333,0.145394
43.000000,40.062023,-9.739520,325.802521,-2.183909,12.926432,-1.964024,-0.039676,-0.006703,-39.227600,7.786225,315.857452,45.812954,-37.383144,3.877206,0.118354,0.145043
44.000000,40.062023,-9.739520,325.802521,-2.183909,12.926432,-1.964024,-0.039676,-0.006703,-39.228966,8.002977,315.490295,45.872044,-37.430397,3.846896,0.118642,0.145399
45.000000,39.837994,-9.957530,325.809723,-2.173934,12.915136,-1.892593,-0.039640,-0.006672,-39.228760,8.005023,315.495148,45.871147,-37.333576,3.846985,0.118333,0.145394
46.000000,39.614655,-9.956751,325.806061,-2.312384,12.904618,-1.850248,-0.039608,-0.007097,-39.230381,8.004483,315.127594,45.941216,-37.382446,3.846757,0.118626,0.145786
47.000000,40.062439,-9.955553,325.825287,-2.315241,12.923669,-1.935127,-0.039664,-0.007106,-39.232681,7.784452,315.129639,45.952278,-37.479149,3.816620,0.118932,0.145820
48.000000,39.396336,-9.953689,326.180084,-2.244188,12.941957,-1.892502,-0.039677,-0.006880,-38.787792,8.000033,315.488159,46.012573,-37.410255,3.846839,0.118579,0.145846
49.000000,39.396336,-9.953689,326.180084,-2.244188,12.941957,-1.892502,-0.039677,-0.006880,-39.004616,8.224290,315.498993,45.861523,-37.420856,3.775547,0.118608,0.145362
50.000000,39.395134,-9.952236,325.440887,-2.384233,12.942361,-1.892269,-0.039769,-0.007326,-39.006237,8.223750,315.131439,45.931591,-37.469727,3.775320,0.118902,0.145754
51.000000,39.618889,-10.169056,325.467316,-2.377115,12.950116,-1.905717,-0.039789,-0.007304,-38.784851,7.999842,315.858734,45.802963,-37.458107,3.703902,0.118591,0.145011
52.000000,39.613724,-10.173733,325.447205,-2.374235,12.952645,-1.820959,-0.039800,-0.007295,-38.786472,7.999302,315.491180,45.873032,-37.506977,3.703675,0.118884,0.145402
53.000000,39.396706,-10.167005,325.468506,-2.377294,13.037089,-1.863371,-0.040056,-0.007304,-38.343445,7.996378,315.488251,45.875134,-37.583923,3.703911,0.119129,0.145410
54.000000,39.396706,-10.167005,325.468506,-2.377294,13.037089,-1.863371,-0.040056,-0.007304,-38.343193,8.213667,315.488678,45.864159,-37.582306,3.673828,0.119124,0.145375
55.000000,39.620598,-10.166409,325.478119,-2.378724,13.046615,-1.905812,-0.040084,-0.007308,-38.339272,8.436142,315.490845,45.853996,-37.583755,3.704112,0.119128,0.145342
56.000000,39.391460,-10.609151,325.468475,-2.355745,13.037097,-1.864054,-0.040056,-0.007238,-38.342754,8.215195,315.125153,45.794907,-37.631447,3.673983,0.119417,0.145323
57.000000,39.395771,-10.384002,325.109650,-2.439145,13.085116,-1.834081,-0.040248,-0.007503,-38.346233,8.214633,314.758392,46.003403,-37.583229,3.673463,0.119403,0.146155
